bin,low,high,count,accuracy,confidence,gap
2,0.2,0.30000000000000004,36,0.19444444444444445,0.2881138258510166,0.09366938140657213
3,0.30000000000000004,0.4,764,0.4856020942408377,0.3548970106228484,0.13070508361798933
4,0.4,0.5,181,0.56353591160221,0.437765104665282,0.12577080693692794
5,0.5,0.6000000000000001,34,0.7941176470588235,0.5222977505010717,0.27181989655775174
