bin,low,high,count,accuracy,confidence,gap
3,0.30000000000000004,0.4,152,0.28289473684210525,0.38239685524451106,0.0995021184024058
4,0.4,0.5,811,0.28606658446362515,0.44196356239506995,0.1558969779314448
5,0.5,0.6000000000000001,52,0.7307692307692307,0.5140300553578597,0.216739175411371
