bin,low,high,count,accuracy,confidence,gap
3,0.30000000000000004,0.4,267,0.6779026217228464,0.3868222450942136,0.29108037662863284
4,0.4,0.5,394,0.7233502538071066,0.42039999638112063,0.30295025742598597
5,0.5,0.6000000000000001,190,0.41578947368421054,0.5787262700105968,0.1629367963263863
6,0.6000000000000001,0.7000000000000001,164,0.5792682926829268,0.6204418616323937,0.04117356894946689
