bin,low,high,count,accuracy,confidence,gap
3,0.30000000000000004,0.4,6,0.6666666666666666,0.38704902430375415,0.2796176423629125
4,0.4,0.5,867,0.6539792387543253,0.45847997846212907,0.19549926029219622
5,0.5,0.6000000000000001,142,0.6126760563380281,0.5203808928039712,0.09229516353405698
