bin,low,high,count,accuracy,confidence,gap
2,0.2,0.30000000000000004,33,0.15151515151515152,0.28891567840720667,0.13740052689205515
3,0.30000000000000004,0.4,890,0.2247191011235955,0.3486958144420988,0.1239767133185033
4,0.4,0.5,90,0.3111111111111111,0.42228364646434785,0.11117253535323673
5,0.5,0.6000000000000001,2,0.0,0.5213229358196259,0.5213229358196259
